LoggingGUID	VocabulairGUID	IMBORGUID	GitHub-issueID	Omschrijving	Terugkoppeling	Loggingsdatum	Status	Aard aanpassing	Collectie	LoggingType	VervangGUID
d161ca7c-65b5-4676-b7b7-8a7702b64664	N.v.t.	{FE79C860-62E7-4528-A4D8-203B75BFA7E9}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Wilde weit is toegevoegd aan FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd in imborKern_EnumeratiesDomeinwaarden	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
d16471c4-a4d7-4174-a412-0c9e3162515d	N.v.t.	{69B8562E-09A1-49E5-A60C-233E73EFB192}	N.v.t.	IMBOR Wegmarkeringen 24-4-2024 laatste aanpassingen	Semantische relatie vervalt vanwege vervallen Objecttype in imborKern_K_ObjecttypenSemantischeRelaties	Wed Apr 24 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Semantische relatie vervallen	Objecttype	Minimale wijziging	null
d164fbef-5d57-4f3b-a92c-a5702c58ba4a	N.v.t.	{7902DF8E-F58B-48C8-BC28-D3060131520B}	1056	Datatype: Organisatiespecifieke domeinwaardenlijst is toegevoegd	VegetatieobjectSoortnaam: Organisatiespecifieke domeinwaarden is verwijderd uit imborKern_EnumeratiesDomeinwaarden	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
d173c041-8b22-4f2f-8fa9-2f3f640c5806	N.v.t.	{3E05AD71-DFFB-4505-8865-F1F7149B946C}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Transportstelsel_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
d1760b74-592e-4358-bf13-2684f09addc9	{6F87E3C7-BB17-43C0-8407-DC09F0F8F147}	{C524D138-8798-47FC-947E-DC47131F68DA}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Tol; is aangepast van: "Tolheffing ten behoeve van het gebruik van verkeers- of waterwegen.", naar: "Heffing van gelden ten behoeve van het gebruik van verkeers- of waterwegen."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
d178016a-c699-4c39-9d06-7aecbd949566	N.v.t.	{56B6BE1B-4EF4-4DC2-8E6C-F4D68C0F248E}	N.v.t.	Afstemming met Handboek Bomen juli 2024: wijzigingen op klassen Boom en Groeiplaatsinrichting	Attribuut vervalt bij de klasse Boom vanwege verwijderen term. Behoort tot het Handboek Bomen in imborKern_K_KlassenAttributen	Wed Jul 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
d1919014-359a-4f48-8ed5-a3e7d68efdf5	N.v.t.	{EDB99624-E47F-4B68-ADF4-7F570E0F6B6E}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Donkere waterjuffer is toegevoegd aan FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd in imborKern_EnumeratiesDomeinwaarden	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
d199263f-6be8-415a-a78c-c541f221aa13	{60E11EB9-3DD6-471C-B8FF-4EF7C086A3BD}	{10676FE4-EC24-47B0-B84C-DDD0486F6D15}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:ConstructielaagVerhardingsobjectTeerhoudend; is aangepast van: "Het enumeratietype ConstructielaagVerhardingsobjectTeerhoudend is de naam voor de domeinwaardenlijst van de klasse Constructielaag verhardingsobject en het attribuut aanwezig	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
d1b8655f-2569-4f4e-90b1-e4fdb55f95e3	N.v.t.	{DF2255E1-0ADA-45F0-91FE-2B94C07C10BC}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: ZigBee	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
d1c00f14-4bcb-4b74-9d61-d00f7fd6dfc2	N.v.t.	{CF65AF3D-0088-42E4-B7BE-9AFB15EDB9BB}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	inbelgegevens verwijderd bij Aansluitvoorziening in imborKern_K_KlassenAttributen	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
d1ce5eef-d107-4c30-acfc-57c901a1f61a	{AA45654D-A63C-4297-B1CE-FD0B98F0FB3D}	{D35539C3-D82C-4AFE-92BF-4688D133BDA6}	810	Antea Group | Prio: Nee | H2V lengte en breedte	Organisatiespecifieke domeinwaardenlijst vervalt in imborVoc_Termen	Wed Apr 12 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Term vervallen	Datatype	Minimale wijziging	null
d1d59cb2-dfa5-4cb2-9589-d859f6e65068	{EC9FD892-AE44-450D-8A3F-4BD1DF61F860}	{FAE97A6D-8362-44B0-BDD6-94D4781A892E}	673	Rotterdam | review CROW IMBOR | 2	200x200x750 toegevoegd aan imborVoc_Termen	Thu Jan 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde	Minimale wijziging	null
d1e035db-e2b4-40b5-a80c-ae503db6e06f	{17D02E39-A41E-4709-BF6F-8E3F10FC060A}	{6CC3DE81-FC74-4F0E-B8CC-7CD3E247F7A4}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Breed wollegras is toegevoegd aan imborVoc_Termen	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde	Minimale wijziging	null
d1e4217e-cbc9-4592-bd51-37d3725608cc	{CF597517-92BF-407F-BB86-3D8E6555A4F9}	{52FC7338-A859-4E5F-96BE-2980FD334806}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:WegmarkeringType; is aangepast van: "Het enumeratietype WegmarkeringType is de naam voor de domeinwaardenlijst van de klasse Wegmarkering en het attribuut type.", naar: "Het enumeratietype voor de domeinwaardenlijst van de klasse Wegmarke	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
d210b5fe-2777-4b3b-8bd4-c5c7796115ad	N.v.t.	N.v.t.	810	Antea Group | Prio: Nee | H2V lengte en breedte	pompschakeling is in datatype gewijzigd naar Enumeratie	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Datatype gewijzigd	Datatype	Minimale wijziging	null
d2197756-ba89-478b-98ff-8a3d7c09035f	{2A73EF34-EE69-437B-90E9-C174E6984EEB}	{29A1F54F-7A6B-4D07-A8C7-729F8B3E5E3E}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:BebouwingskernType; is aangepast van: "Het enumeratietype BebouwingskernType is de naam voor de domeinwaardenlijst van de klasse Bebouwingskern en het attribuut type.", naar: "Het enumeratietype voor de domeinwaardenlijst van de klasse Be	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
d22c9cf0-03bb-4e98-95ed-6c43dd5f201b	N.v.t.	N.v.t.	810	Antea Group | Prio: Nee | H2V lengte en breedte	type waterbodem is in datatype gewijzigd naar Enumeratie	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Datatype gewijzigd	Datatype	Minimale wijziging	null
d2387c65-2712-41c7-b903-8ff1391c2739	N.v.t	{0B7855C2-BF74-4649-A79A-4819EFE93FBE}	Unafact87	GWSW: Informatiedrager-Systeemoverzicht stedelijk water: Nieuw: Toevoegen aan type document en Document toevoegen aan mapping	Informatiedrager-Systeemoverzicht stedelijk water toegevoegd aan refModel_Mapping.	Tue Nov 29 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Mapping toegevoegd	Objecttype	Minimale wijziging	null
d23bf41e-b1e3-4bba-b522-d330daf568ca	{3FB3C4CA-583E-45D0-AACE-5864CCE2004C}	{C3679CF1-4A25-48E3-B2FA-397E167EA4A0}	N.v.t.	Afstemming met Handboek Bomen juli 2024: wijzigingen op klassen Boom en Groeiplaatsinrichting	Bomengranulaat vervalt in imborVoc_Termen	Wed Jul 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Term vervallen	Domeinwaarde	Minimale wijziging	null
d23e1f19-d93f-4bc2-9175-6b3493dc3074	N.v.t.	{AA97006F-F878-41E4-855F-2E6EBC364CD2}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: LoRa	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
d240ecce-3b4e-4fec-ab44-260c3f2804b2	N.v.t.	{F25E7A2A-4F30-4E3A-A933-A2E7803E6F58}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Zweepmast_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
d246be73-dbd0-4f84-9e5b-d7e35239340e	{1EB550A3-D248-4684-854C-46B48E76CB26}	{06BDE609-B3D3-4E07-A047-1114223EF263}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Drain; is aangepast van: "Een leiding met doorlatende wanden bestemd voor het op peil houden van het grondwater. Kan ook beschouwd worden als een soort drainagevoorziening.", naar: "Een leiding met doorlatende wanden bestemd voor het op p	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Objecttype	Minimale wijziging	null
d24b9d59-b7ac-4c0d-9cb0-b7bb464112af	N.v.t	{00E16A98-42F7-4344-9BB1-7C14A96F722F}	1017	Drietal attributen met vaste domeinwaardenlijst hebben geen domeinwaarden: kroondiameterklasse eindeeld, boomhoogteklasse eindeeld en oproonhoogteklasse eindeeld	BoomOpkroonhoogteklasse: Niet van toepassing (te vellen boom): Toegevoegd voor opkroonhoogteklasse eindeeld.	Fri Jan 13 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
d2617347-8027-4d0b-83a7-c2c0cd2c06fb	{8D13AC47-850C-4328-9C51-3F2F4AF728DB}	{509D943F-1FD2-42EA-B94C-3625208827B0}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:GebouwGebruikstatus; is aangepast van: "Het enumeratietype GebouwGebruikstatus is de naam voor de domeinwaardenlijst van de klasse Gebouw en het attribuut gebruikstatus.", naar: "Het enumeratietype voor de domeinwaardenlijst van de klasse	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
d26369b2-14d1-4729-9df2-341156823504	{E6AAE2F8-94E4-44B2-8F7F-30DBFFEF3AF2}	{637AB25C-23ED-4105-8AD4-FEA3697069A8}	N.v.t.	Afstemming met Handboek Bomen juli 2024: wijzigingen op klassen Boom en Groeiplaatsinrichting	boomhoogteklasse actueel vervalt in imborVoc_Termen	Wed Jul 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Term vervallen	Attribuut	Minimale wijziging	null
d264bc20-8df8-4cc5-a043-df55f8b9c903	N.v.t.	{AEEC4725-2330-4D8D-BB41-AA14376B5573}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	Kanalisatiestreep voor (brom)fietsers  wordt toegevoegd aan LijnmarkeringMarkeringToepassing in imborKern_EnumeratiesDomeinwaarden	Fri Mar 01 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
d26d08be-bad9-4166-8972-6f9306eee15f	{46AC6DDA-A274-4D39-98A6-CB683E4DBB09}	{FED9B83D-F2DA-468A-A0EA-FA49B58C1570}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:63 PN; is aangepast van: "De maximaal toelaatbare inwendige druk is 63 PN bij temperaturen tot 20°C.", naar: "De maximaal toelaatbare inwendige nominale druk is 63 bij temperaturen tot 20°C."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
d27a53c0-8a0c-410c-bab4-68770e826a06	N.v.t.	{C3502237-2A48-40DE-B722-23625E05C760}	1228	Afstemming Handboek Bomen en IMBOR definitief maken	Niet bepaald wordt toegevoegd aan BoomBoomkroonprojectieklasseEindbeeld in imborKern_EnumeratiesDomeinwaarden	Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
d283a379-7648-4ff8-bb1d-7aafd84d799b	{D3F8A50A-A4C5-4728-9B32-797B1280AA8E}	{FED77D2E-F338-40D9-8300-0F1993BB2517}	N.v.t.	Afstemming met Handboek Bomen juli 2024: wijzigingen op klassen Boom en Groeiplaatsinrichting	Juist toegevoegd aan imborVoc_Termen	Wed Jul 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde	Minimale wijziging	null
d2a2f4f4-32cf-442c-afbc-6dd05fffea35	{FE771099-F462-40AD-94E1-84EEEB2DC946}	{933A1BBB-3DD5-4C16-B632-11AA5BD916B5}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Bosparelmoervlinder is toegevoegd aan imborVoc_Termen	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde	Minimale wijziging	null
d2aa5ea0-2aff-45ab-a8db-f0a509af4f1f	N.v.t.	{E62B5B83-2106-43EB-99BF-B2DD972ACD89}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	3 x 0,15 m. gewijzigd van WegmarkeringMarkeringsbreedte naar LijnmarkeringMarkeringsbreedte in imborKern_EnumeratiesDomeinwaarden	Mon Mar 18 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Domeinwaarde gewijzigd	Domeinwaarde	Minimale wijziging	null
d2b62824-88a9-4dd9-8f38-71807312a237	N.v.t.	{F30FD2ED-7E26-4039-93D7-C871E60E0C0B}	1127	Afstemming met Handboek Bomen: boomvoorziening	Sierhek vervalt bij BoomBoomvoorziening in imborKern_EnumeratiesDomeinwaarden	Mon Apr 17 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
d2ba6cac-95e6-4d22-8078-4ae46328c1a6	{472CE13E-D03E-4AE6-AF72-451A68C7D514}	{154D50A8-51A7-4A2B-AAAE-26063A1AA17A}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:PaalBotsklasse; is aangepast van: "Het enumeratietype PaalBotsklasse is de naam voor de domeinwaardenlijst van de klasse Paal en het attribuut botsklasse.", naar: "Het enumeratietype voor de domeinwaardenlijst van de klasse Paal en het at	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
d2c435e4-355a-4024-98b7-7ebb49550b3b	{FEF6FA2A-44C6-4874-B592-3E26A263029E}	{D3F444F4-8709-406E-955D-338930B75B72}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:KastTypeSlot; is aangepast van: "Het enumeratietype KastTypeSlot is de naam voor de domeinwaardenlijst van de klasse Kast en het attribuut type slot.", naar: "Het enumeratietype voor de domeinwaardenlijst van de klasse Kast en het attribu	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
d2c45f51-17b4-407e-b3b3-981dee51db8f	N.v.t.	{0D240FAE-DFD5-48AA-9176-200D85C819A1}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Kolk_plus-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
d2c94cbf-5a7c-49d9-8c2f-86f5ffc33ee5	{CBF77BFF-FC03-4604-94D3-948529EACD93}	{1501FB1D-57EB-4EED-860C-BE9FC7F136F8}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:bewoond; is aangepast van: "Aanduiding of het object bewoond is, ja of nee.", naar: "Aanduiding of het object wordt gebruikt als huisvesting, ja of nee."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Attribuut	Minimale wijziging	null
d2d33114-bdbc-483e-8d26-8e6253b32fba	N.v.t.	{BEFCA942-9F78-4912-AED0-9B0AEFC557CB}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: NB-IoT	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
d2e0c960-20ab-4470-9951-77acf75a0dec	{1B48AE5E-9B0C-4C00-B340-53850A0189E4}	{C616F47E-56BC-4AC2-8612-6DE459B6BC14}	N.v.t.	Afstemming Handboek Bomen overleg Februari 21	≥ 1 m vervalt in imborVoc_Termen	Wed Feb 21 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Term vervallen	Domeinwaarde	Minimale wijziging	null
d2e91079-a99f-449c-b449-821c19e1c875	{B85A290D-6962-4AFF-A9A1-2D1450E2C3A6}	{FCF545CF-0407-42B5-B988-08F2700E3C74}	N.v.t.	IMBOR Wegmarkeringen laatste aanpassingen maart-april 2024	Definitie van 0,45 m. gewijzigd naar: De afgemeten, ruimtelijk strekkende hoeveelheid van vijfenveertig centimeter.	Wed Apr 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
d2e9d063-8ee4-450e-850d-fc7d84e20167	N.v.t.	{1FCA7B33-F9D8-47F7-B804-A43CB57621CF}	1228	Afstemming Handboek Bomen en IMBOR definitief maken	100 tot 200 m² wordt toegevoegd aan BoomBoomkroonprojectieklasseEindbeeld in imborKern_EnumeratiesDomeinwaarden	Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
d2f04bf2-b1d0-4dc0-ac1d-0e85261d0019	{1F37CE11-4188-4FE9-879B-04BEBD5BAADC}	{FC69A13D-6BCC-492A-BE9A-E5959B06007F}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Gewone bosspitsmuis is toegevoegd aan imborVoc_Termen	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde	Minimale wijziging	null
d2fe93ec-b31a-442d-bd2c-8186faa2e6d4	N.v.t.	{33B953AD-9FA7-4ECC-9DD4-BE619C9C00F4}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: 4G	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
d3007fd0-ee4b-4c06-8b64-65b2c9f7bfad	{56DAB428-0570-41D6-BDD6-1F74D767F377}	{D4581EBF-D4B6-42B8-AD2A-DBE2C767F108}	N.v.t.	Afstemming Handboek Bomen overleg Februari 21	vereiste vrije doorgang wijzigt naar vereiste vrije doorgang (boom)	Wed Feb 21 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Term gewijzigd	Attribuut	Minimale wijziging	null
d30111fb-21da-4c51-bd93-e4997538a61d	N.v.t.	{82E89B1A-CD96-4E10-AC59-3BADDCA23CF7}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	communicatieprotocol verwijderd bij Toeritdoseerinstallatie in imborKern_K_KlassenAttributen	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
d30aed9c-8070-4371-acc1-fad0fcac637e	N.v.t.	{2C9F7A63-4231-493C-8419-AF8BD05E0923}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	Pijl links/rechts gewijzigd van WegmarkeringTypeGedetailleerd naar SymboolmarkeringType in imborKern_EnumeratiesDomeinwaarden	Fri Mar 01 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Domeinwaarde gewijzigd	Domeinwaarde	Minimale wijziging	null
d3122f31-12ff-4a75-88c1-65dfac4bfe05	{E664FA66-E4CF-45DF-9F1C-DE1C8FB2200D}	{0CEFC10F-979E-487C-8700-EDA3E8C3D8F9}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Hardanodiseren; is aangepast van: "Hardanodiseren is een variatie op normaal anodiseren waarbij aluminium voorzien wordt van een zeer harde slijtvaste laag. Deze laag is veel dikker dan bij standaard anodiseren. De laag is zeer kras- en s	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
d3260f54-8fd2-4a48-abe8-fb02859f0511	N.v.t.	{E0D77715-9D5B-4857-BCDF-BD175DE4380A}	997	NEN3610 netwerk model toepassen voor topologie	Enumeratietype van Lozingspunt gewijzigd naar RioleringNodeTypeGedetailleerd	Wed Mar 29 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Enumeratietype gewijzigd	Enumeratietype	Minimale wijziging	null
d3392a2d-84e6-4c11-aa2d-739d35b31a5f	{9EF69D8D-BC6D-406D-B7B7-B1C52C953C46}	{43782973-44BF-4B3F-A5F2-35BF98202472}	Unafact999	Afgebroken definitie aangepast van term: IK10	Weerstand tegen schokken tot 20J (versterkt armatuur dat als vandaalbestendig wordt geïnterpreteerd).	Fri Nov 25 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
d343476a-195a-4ae6-81d8-8a1b70464434	N.v.t.	{1C78D0AF-28FD-412B-A5EC-21981369D765}	1228	Handboek Bomen	80 jaar toegevoegd aan BeoogdeOmloopBoomSnelgroeiend in imborKern_EnumeratiesDomeinwaarden	Tue Dec 19 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
d3473e12-6dbe-4ce7-8465-505dba1dcc18	N.v.t.	{C75BDD53-339F-494D-B71F-1E8FA3E38DB9}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Verzamelplaats_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
d3478dc8-c413-44ce-aa4d-71f5cb61a0cc	N.v.t.	{D9D4B581-F448-4A2B-B225-3A27B5B498C8}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Remote monitoring toegevoegd aan Communicatie-informatieTypeBesturing in imborKern_EnumeratiesDomeinwaarden	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
d34d3949-b2c1-41de-bb9a-6f7d0da0a7b2	N.v.t.	{331A5347-DC8B-47A2-83C6-D07B612B57CE}	N.v.t.	Afstemming met Handboek Bomen juli 2024: wijzigingen op klassen Boom en Groeiplaatsinrichting	Niet (volledig) te beoordelen toegevoegd aan VegetatieobjectSoortnaam in imborKern_EnumeratiesDomeinwaarden	Wed Jul 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
d35c24af-e482-43a5-9c98-47941983c40b	{FC0408A8-5E83-41A5-BBB2-D4EAD8744818}	{FF65FEB0-5166-4ED7-A353-54B4199BE96F}	1147	Beschoeiing en Plantenbak hebben synoniem dat gelijk is aan de term	Synoniem 'Plantenbak' verwijderd bij Plantenbak.	Tue Apr 18 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Synoniem gewijzigd	Objecttype	Minimale wijziging	null
d35cdbef-9721-4d2f-861c-85bd87510b8e	{F8F8EDD3-1EB6-4218-94BC-D3EBFE615036}	{DAD7447B-D1DC-466D-BBD0-F8065BCAF4AC}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:BoomBeoogdeOmloopBoom; is aangepast van: "Het enumeratietype BoomBeoogdeOmloopBoom is de naam voor de domeinwaardenlijst van de klasse Boom en het attribuut beoogde omloop boom.", naar: "Het enumeratietype voor de domeinwaardenlijst van d	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
d362f148-1816-470a-b868-752259f4b81c	{30225499-EB2E-4ABB-95C9-D5AB56901A0D}	{FF090503-2AC8-4937-89BD-B8B9EC34DB72}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Palen; is aangepast van: "Een behendigheidsparcours bestaande uit een verzameling nabijgelegen palen van variabele hoogte.", naar: "Een behendigheidsparcours bestaande uit een verzameling nabijgelegen langweprige, cilindervormige elemente	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
d3695a1e-9f9e-48eb-a670-e0aef72f99b4	{98FC8596-E6AD-4FD8-B446-7167D7925C57}	{4CD35BFA-3F12-446A-82C9-966E812935F0}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Buffer; is aangepast van: "Samengesteld uit buffertonnen; bufferton = kunststofvat gevuld met zand, dat deel uitmaakt van een buffer.", naar: "Het object is samengesteld uit kunststofvaten (tonnen) gevuld met zand."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
